iterations	thousand
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	0
640	0
641	0
642	0
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	0
655	0
656	0
657	0
658	0
659	0
660	0
661	0
662	0
663	0
664	0
665	0
666	0
667	0
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	0
679	0
680	0
681	0
682	0
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
692	0
693	0
694	0
695	0
696	0
697	0
698	0
699	0
700	0
701	0
702	0
703	0
704	0
705	0
706	0
707	0
708	0
709	0
710	0
711	0
712	0
713	0
714	0
715	0
716	0
717	0
718	0
719	0
720	0
721	0
722	0
723	0
724	0
725	0
726	0
727	0
728	0
729	0
730	0
731	0
732	0
733	0
734	0
735	0
736	0
737	0
738	0
739	0
740	0
741	0
742	0
743	0
744	0
745	0
746	0
747	0
748	0
749	0
750	0
751	0
752	0
753	0
754	0
755	0
756	0
757	0
758	0
759	0
760	0
761	0
762	0
763	0
764	0
765	0
766	0
767	0
768	0
769	0
770	0
771	0
772	0
773	0
774	0
775	0
776	0
777	0
778	0
779	0
780	0
781	0
782	0
783	0
784	0
785	0
786	0
787	0
788	0
789	0
790	0
791	0
792	0
793	0
794	0
795	0
796	0
797	0
798	0
799	0
800	0
801	0
802	0
803	0
804	0
805	0
806	0
807	0
808	0
809	0
810	0
811	0
812	0
813	0
814	0
815	0
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
834	0
835	0
836	0
837	0
838	0
839	0
840	0
841	0
842	0
843	0
844	0
845	0
846	0
847	0
848	0
849	0
850	0
851	0
852	0
853	0
854	0
855	0
856	0
857	0
858	0
859	0
860	0
861	0
862	0
863	0
864	0
865	0
866	0
867	0
868	0
869	0
870	0
871	0
872	0
873	0
874	0
875	0
876	0
877	0
878	0
879	0
880	0
881	0
882	0
883	0
884	0
885	0
886	0
887	0
888	0
889	0
890	0
891	0
892	0
893	0
894	0
895	0
896	0
897	0
898	0
899	0
900	0
901	0
902	0
903	0
904	0
905	0
906	0
907	0
908	0
909	0
910	0
911	0
912	0
913	0
914	0
915	0
916	0
917	0
918	0
919	0
920	0
921	0
922	0
923	0
924	0
925	0
926	0
927	0
928	0
929	0
930	0
931	0
932	0
933	0
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	0
950	0
951	0
952	0
953	0
954	0
955	0
956	0
957	0
958	0
959	0
960	0
961	0
962	0
963	0
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	0
974	0
975	0
976	0
977	0
978	0
979	0
980	0
981	0
982	0
983	0
984	0
985	0
986	0
987	0
988	0
989	0
990	0
991	0
992	0
993	0
994	0
995	0
996	0
997	0
998	0
999	0
1000	0.1004
1001	0.1002
1002	0.1002
1003	0.1003
1004	0.1005
1005	0.1009
1006	0.1008
1007	0.1009
1008	0.1011
1009	0.101
1010	0.1011
1011	0.1011
1012	0.101
1013	0.1011
1014	0.1011
1015	0.1009
1016	0.1011
1017	0.1013
1018	0.101
1019	0.1008
1020	0.1006
1021	0.1006
1022	0.1008
1023	0.1007
1024	0.1006
1025	0.1006
1026	0.1006
1027	0.1005
1028	0.1004
1029	0.1005
1030	0.1006
1031	0.1005
1032	0.1006
1033	0.1004
1034	0.1005
1035	0.1006
1036	0.1006
1037	0.1004
1038	0.1003
1039	0.1002
1040	0.1003
1041	0.1005
1042	0.1004
1043	0.1005
1044	0.1006
1045	0.1008
1046	0.1009
1047	0.1009
1048	0.1009
1049	0.1008
1050	0.1007
1051	0.1006
1052	0.1006
1053	0.1006
1054	0.1005
1055	0.1003
1056	0.1004
1057	0.1006
1058	0.1008
1059	0.1006
1060	0.1005
1061	0.1004
1062	0.1006
1063	0.1006
1064	0.1008
1065	0.1008
1066	0.1009
1067	0.101
1068	0.1011
1069	0.1012
1070	0.1014
1071	0.1014
1072	0.1014
1073	0.1016
1074	0.1017
1075	0.1015
1076	0.1015
1077	0.1014
1078	0.1015
1079	0.1016
1080	0.1015
1081	0.1017
1082	0.1016
1083	0.1015
1084	0.1015
1085	0.1015
1086	0.1017
1087	0.1018
1088	0.1017
1089	0.1018
1090	0.1018
1091	0.1018
1092	0.1018
1093	0.1018
1094	0.1018
1095	0.1018
1096	0.1019
1097	0.1022
1098	0.1022
1099	0.1022
1100	0.1024
1101	0.1024
1102	0.1024
1103	0.1024
1104	0.1023
1105	0.1024
1106	0.1024
1107	0.1024
1108	0.1027
1109	0.1028
1110	0.1028
1111	0.1029
1112	0.1029
1113	0.103
1114	0.103
1115	0.1032
1116	0.1033
1117	0.1033
1118	0.1033
1119	0.1033
1120	0.1034
1121	0.1036
1122	0.1035
1123	0.1036
1124	0.1036
1125	0.1036
1126	0.1034
1127	0.1034
1128	0.1035
1129	0.1036
1130	0.1037
1131	0.1037
1132	0.1036
1133	0.1038
1134	0.1038
1135	0.1037
1136	0.1036
1137	0.1037
1138	0.1036
1139	0.1035
1140	0.1036
1141	0.1036
1142	0.1034
1143	0.1032
1144	0.1033
1145	0.1032
1146	0.1032
1147	0.1033
1148	0.1034
1149	0.1032
1150	0.1031
1151	0.1031
1152	0.1032
1153	0.1034
1154	0.1034
1155	0.1034
1156	0.1035
1157	0.1036
1158	0.1035
1159	0.1033
1160	0.1032
1161	0.1033
1162	0.1033
1163	0.1031
1164	0.1031
1165	0.1031
1166	0.1034
1167	0.1033
1168	0.1033
1169	0.1034
1170	0.1036
1171	0.1033
1172	0.1036
1173	0.1037
1174	0.1036
1175	0.1037
1176	0.1038
1177	0.1038
1178	0.1037
1179	0.1037
1180	0.1037
1181	0.1036
1182	0.1035
1183	0.1035
1184	0.1033
1185	0.1034
1186	0.1033
1187	0.1034
1188	0.1034
1189	0.1035
1190	0.1034
1191	0.1035
1192	0.1035
1193	0.1033
1194	0.1029
1195	0.103
1196	0.1032
1197	0.1035
1198	0.1033
1199	0.1033
1200	0.1034
1201	0.1032
1202	0.1033
1203	0.1034
1204	0.1035
1205	0.1033
1206	0.1035
1207	0.1035
1208	0.1035
1209	0.1036
1210	0.1037
1211	0.1036
1212	0.1036
1213	0.1037
1214	0.1038
1215	0.1037
1216	0.1038
1217	0.1039
1218	0.1038
1219	0.1039
1220	0.1038
1221	0.1039
1222	0.1039
1223	0.1037
1224	0.1036
1225	0.1037
1226	0.1039
1227	0.104
1228	0.1039
1229	0.1037
1230	0.1037
1231	0.1038
1232	0.1039
1233	0.1039
1234	0.1037
1235	0.1038
1236	0.1037
1237	0.1037
1238	0.1036
1239	0.1035
1240	0.1038
1241	0.1039
1242	0.1036
1243	0.1038
1244	0.1037
1245	0.1037
1246	0.1037
1247	0.1036
1248	0.1033
1249	0.103
1250	0.1033
1251	0.1031
1252	0.103
1253	0.103
1254	0.103
1255	0.1031
1256	0.1032
1257	0.1032
1258	0.1033
1259	0.1034
1260	0.1033
1261	0.1033
1262	0.1032
1263	0.1031
1264	0.1031
1265	0.1032
1266	0.1031
1267	0.1031
1268	0.1029
1269	0.103
1270	0.1032
1271	0.1032
1272	0.1033
1273	0.1034
1274	0.1036
1275	0.1036
1276	0.104
1277	0.1042
1278	0.104
1279	0.104
1280	0.104
1281	0.104
1282	0.1038
1283	0.1038
1284	0.1038
1285	0.1038
1286	0.1037
1287	0.1037
1288	0.1036
1289	0.1036
1290	0.1036
1291	0.1036
1292	0.1036
1293	0.1037
1294	0.1036
1295	0.1035
1296	0.1036
1297	0.1036
1298	0.1036
1299	0.1037
1300	0.1036
1301	0.1036
1302	0.1035
1303	0.1032
1304	0.1031
1305	0.1031
1306	0.1032
1307	0.1034
1308	0.1032
1309	0.103
1310	0.1028
1311	0.1029
1312	0.1031
1313	0.1031
1314	0.1032
1315	0.103
1316	0.1032
1317	0.1033
1318	0.1032
1319	0.1031
1320	0.103
1321	0.1029
1322	0.1029
1323	0.1029
1324	0.103
1325	0.1028
1326	0.103
1327	0.1028
1328	0.1026
1329	0.1026
1330	0.1028
1331	0.1027
1332	0.1028
1333	0.1027
1334	0.1024
1335	0.1025
1336	0.1024
1337	0.1023
1338	0.1021
1339	0.1021
1340	0.1021
1341	0.1022
1342	0.1022
1343	0.1023
1344	0.1022
1345	0.1022
1346	0.1024
1347	0.1026
1348	0.1027
1349	0.1024
1350	0.1024
1351	0.1025
1352	0.1025
1353	0.1026
1354	0.1028
1355	0.1028
1356	0.1027
1357	0.1026
1358	0.1026
1359	0.1025
1360	0.1023
1361	0.1023
1362	0.1024
1363	0.1024
1364	0.1024
1365	0.1025
1366	0.1025
1367	0.1026
1368	0.1026
1369	0.1025
1370	0.1024
1371	0.1023
1372	0.1024
1373	0.1026
1374	0.1027
1375	0.1027
1376	0.1031
1377	0.1032
1378	0.1033
1379	0.1033
1380	0.1032
1381	0.1033
1382	0.1033
1383	0.1036
1384	0.1036
1385	0.1037
1386	0.1037
1387	0.1039
1388	0.1041
1389	0.1038
1390	0.1038
1391	0.1039
1392	0.1041
1393	0.1043
1394	0.1043
1395	0.1042
1396	0.1044
1397	0.1044
1398	0.1044
1399	0.1044
1400	0.1042
1401	0.1041
1402	0.1042
1403	0.1044
1404	0.1045
1405	0.1047
1406	0.1046
1407	0.1046
1408	0.1045
1409	0.1044
1410	0.1046
1411	0.1044
1412	0.1047
1413	0.1047
1414	0.1048
1415	0.1048
1416	0.1048
1417	0.1049
1418	0.1048
1419	0.1052
1420	0.1053
1421	0.1053
1422	0.1051
1423	0.1052
1424	0.1051
1425	0.105
1426	0.1049
1427	0.105
1428	0.1051
1429	0.105
1430	0.105
1431	0.105
1432	0.1051
1433	0.1053
1434	0.1051
1435	0.1052
1436	0.1052
1437	0.1052
1438	0.1054
1439	0.1055
1440	0.1055
1441	0.1056
1442	0.1057
1443	0.1058
1444	0.1057
1445	0.1055
1446	0.1056
1447	0.1058
1448	0.1059
1449	0.1059
1450	0.106
1451	0.106
1452	0.1059
1453	0.1059
1454	0.1059
1455	0.106
1456	0.1061
1457	0.1059
1458	0.1056
1459	0.106
1460	0.106
1461	0.1059
1462	0.1061
1463	0.1062
1464	0.1062
1465	0.1062
1466	0.1062
1467	0.1063
1468	0.1063
1469	0.1062
1470	0.1058
1471	0.1056
1472	0.1054
1473	0.1052
1474	0.1051
1475	0.1049
1476	0.1047
1477	0.1045
1478	0.1046
1479	0.1046
1480	0.1047
1481	0.1049
1482	0.1049
1483	0.1045
1484	0.1046
1485	0.1044
1486	0.1043
1487	0.1042
1488	0.1041
1489	0.1042
1490	0.1041
1491	0.1042
1492	0.1042
1493	0.1042
1494	0.1043
1495	0.1044
1496	0.1044
1497	0.1045
1498	0.1045
1499	0.1042
1500	0.1043
1501	0.1042
1502	0.1041
1503	0.1041
1504	0.104
1505	0.1041
1506	0.1041
1507	0.1042
1508	0.1042
1509	0.1044
1510	0.1046
1511	0.1043
1512	0.1043
1513	0.1043
1514	0.1045
1515	0.1045
1516	0.1046
1517	0.1044
1518	0.1044
1519	0.1044
1520	0.1045
1521	0.1044
1522	0.1045
1523	0.1045
1524	0.1043
1525	0.1044
1526	0.1044
1527	0.1044
1528	0.1042
1529	0.1044
1530	0.1043
1531	0.1045
1532	0.1043
1533	0.1044
1534	0.1046
1535	0.1046
1536	0.1044
1537	0.1045
1538	0.1045
1539	0.1044
1540	0.1044
1541	0.1045
1542	0.1048
1543	0.1048
1544	0.1047
1545	0.1048
1546	0.1047
1547	0.1047
1548	0.1047
1549	0.1046
1550	0.1044
1551	0.1044
1552	0.1042
1553	0.1045
1554	0.1047
1555	0.1046
1556	0.1046
1557	0.1045
1558	0.1047
1559	0.1046
1560	0.1046
1561	0.1048
1562	0.1049
1563	0.1049
1564	0.1048
1565	0.1047
1566	0.1049
1567	0.1047
1568	0.1046
1569	0.1047
1570	0.1048
1571	0.1047
1572	0.1046
1573	0.1044
1574	0.1042
1575	0.104
1576	0.104
1577	0.104
1578	0.1041
1579	0.1041
1580	0.1041
1581	0.1041
1582	0.1041
1583	0.1039
1584	0.1038
1585	0.1039
1586	0.1038
1587	0.1039
1588	0.1037
1589	0.1035
1590	0.1032
1591	0.1031
1592	0.1029
1593	0.1025
1594	0.1024
1595	0.1025
1596	0.1025
1597	0.1027
1598	0.103
1599	0.1029
1600	0.1029
1601	0.103
1602	0.1028
1603	0.1026
1604	0.1027
1605	0.1025
1606	0.1026
1607	0.1027
1608	0.1027
1609	0.1029
1610	0.103
1611	0.1031
1612	0.1029
1613	0.1029
1614	0.1028
1615	0.1028
1616	0.103
1617	0.1028
1618	0.1029
1619	0.103
1620	0.103
1621	0.103
1622	0.1028
1623	0.1027
1624	0.1027
1625	0.1027
1626	0.1026
1627	0.1028
1628	0.1029
1629	0.1029
1630	0.1029
1631	0.1029
1632	0.1029
1633	0.1028
1634	0.1029
1635	0.1029
1636	0.1028
1637	0.1026
1638	0.1026
1639	0.1026
1640	0.1026
1641	0.1025
1642	0.1025
1643	0.1025
1644	0.1024
1645	0.1024
1646	0.1022
1647	0.1022
1648	0.1023
1649	0.1023
1650	0.1025
1651	0.1025
1652	0.1025
1653	0.1025
1654	0.1025
1655	0.1025
1656	0.1026
1657	0.1029
1658	0.1029
1659	0.1027
1660	0.1028
1661	0.1029
1662	0.103
1663	0.1029
1664	0.1027
1665	0.1027
1666	0.1028
1667	0.1026
1668	0.1026
1669	0.1025
1670	0.1023
1671	0.1024
1672	0.1021
1673	0.1021
1674	0.1021
1675	0.1022
1676	0.1023
1677	0.1025
1678	0.1027
1679	0.1027
1680	0.1028
1681	0.1028
1682	0.1028
1683	0.1028
1684	0.1026
1685	0.1026
1686	0.1027
1687	0.1028
1688	0.1028
1689	0.1029
1690	0.1029
1691	0.1027
1692	0.1025
1693	0.1024
1694	0.1024
1695	0.1025
1696	0.1025
1697	0.1024
1698	0.1022
1699	0.1023
1700	0.1021
1701	0.1019
1702	0.102
1703	0.1022
1704	0.1021
1705	0.1021
1706	0.102
1707	0.102
1708	0.1019
1709	0.102
1710	0.1022
1711	0.1025
1712	0.1024
1713	0.1025
1714	0.1023
1715	0.1025
1716	0.1025
1717	0.1026
1718	0.1027
1719	0.1029
1720	0.103
1721	0.103
1722	0.1029
1723	0.1028
1724	0.1026
1725	0.1024
1726	0.1025
1727	0.1028
1728	0.1029
1729	0.1029
1730	0.1029
1731	0.1031
1732	0.1032
1733	0.1032
1734	0.1028
1735	0.1026
1736	0.1026
1737	0.1027
1738	0.1027
1739	0.1031
1740	0.1034
1741	0.1033
1742	0.1033
1743	0.1033
1744	0.1035
1745	0.1035
1746	0.1035
1747	0.1035
1748	0.1037
1749	0.1039
1750	0.104
1751	0.104
1752	0.104
1753	0.1038
1754	0.1037
1755	0.1039
1756	0.1038
1757	0.1041
1758	0.1041
1759	0.1039
1760	0.104
1761	0.1038
1762	0.1036
1763	0.1035
1764	0.1036
1765	0.1037
1766	0.1039
1767	0.1038
1768	0.104
1769	0.1038
1770	0.1037
1771	0.1036
1772	0.1035
1773	0.1035
1774	0.1033
1775	0.1031
1776	0.1032
1777	0.1032
1778	0.1033
1779	0.1032
1780	0.1033
1781	0.1033
1782	0.1033
1783	0.1033
1784	0.1034
1785	0.1035
1786	0.1034
1787	0.1034
1788	0.1034
1789	0.1036
1790	0.1038
1791	0.1037
1792	0.1039
1793	0.1038
1794	0.1038
1795	0.1035
1796	0.1034
1797	0.1034
1798	0.1033
1799	0.1034
1800	0.1035
1801	0.1038
1802	0.1036
1803	0.1035
1804	0.1036
1805	0.1037
1806	0.1039
1807	0.104
1808	0.1041
1809	0.1042
1810	0.1042
1811	0.1041
1812	0.104
1813	0.104
1814	0.1042
1815	0.1041
1816	0.104
1817	0.104
1818	0.104
1819	0.104
1820	0.1042
1821	0.1043
1822	0.1042
1823	0.1038
1824	0.1036
1825	0.1037
1826	0.1037
1827	0.1037
1828	0.1038
1829	0.1038
1830	0.104
1831	0.104
1832	0.104
1833	0.1041
1834	0.104
1835	0.104
1836	0.1036
1837	0.1038
1838	0.1039
1839	0.1039
1840	0.1039
1841	0.1038
1842	0.1039
1843	0.104
1844	0.1039
1845	0.1039
1846	0.1038
1847	0.1039
1848	0.104
1849	0.104
1850	0.1038
1851	0.104
1852	0.1038
1853	0.1039
1854	0.1039
1855	0.104
1856	0.1041
1857	0.1042
1858	0.1042
1859	0.1042
1860	0.1041
1861	0.1042
1862	0.1043
1863	0.1046
1864	0.1045
1865	0.1043
1866	0.1043
1867	0.1043
1868	0.1044
1869	0.1046
1870	0.1048
1871	0.1049
1872	0.1048
1873	0.1047
1874	0.1047
1875	0.1048
1876	0.1046
1877	0.1045
1878	0.1045
1879	0.1045
1880	0.1047
1881	0.1047
1882	0.1046
1883	0.1043
1884	0.1042
1885	0.1041
1886	0.1042
1887	0.1042
1888	0.1042
1889	0.1041
1890	0.104
1891	0.104
1892	0.1038
1893	0.1037
1894	0.1037
1895	0.1036
1896	0.1037
1897	0.1037
1898	0.1037
1899	0.104
1900	0.1038
1901	0.1037
1902	0.1037
1903	0.1033
1904	0.1031
1905	0.1029
1906	0.1027
1907	0.1027
1908	0.1027
1909	0.1025
1910	0.1023
1911	0.1023
1912	0.1025
1913	0.1024
1914	0.1023
1915	0.1022
1916	0.1023
1917	0.1026
1918	0.1026
1919	0.1027
1920	0.1025
1921	0.1026
1922	0.1026
1923	0.1026
1924	0.1027
1925	0.1027
1926	0.1027
1927	0.1026
1928	0.1028
1929	0.1027
1930	0.1028
1931	0.1028
1932	0.1027
1933	0.1025
1934	0.1024
1935	0.1025
1936	0.1026
1937	0.1027
1938	0.1025
1939	0.1025
1940	0.1025
1941	0.1026
1942	0.1027
1943	0.1025
1944	0.1025
1945	0.1025
1946	0.1027
1947	0.1026
1948	0.1025
1949	0.1024
1950	0.1025
1951	0.1028
1952	0.1029
1953	0.1029
1954	0.1027
1955	0.1027
1956	0.1029
1957	0.1028
1958	0.1029
1959	0.1027
1960	0.1026
1961	0.1026
1962	0.1026
1963	0.1026
1964	0.1027
1965	0.1028
1966	0.1029
1967	0.103
1968	0.1029
1969	0.1028
1970	0.1028
1971	0.103
1972	0.1029
1973	0.1027
1974	0.1027
1975	0.1027
1976	0.1029
1977	0.1029
1978	0.1031
1979	0.1032
1980	0.103
1981	0.1029
1982	0.1026
1983	0.1024
1984	0.1024
1985	0.1029
1986	0.1032
1987	0.1033
1988	0.1033
1989	0.1033
1990	0.1031
1991	0.1031
1992	0.1033
1993	0.1033
1994	0.1031
1995	0.103
1996	0.103
1997	0.1029
1998	0.103
1999	0.1031
2000	0.1031
2001	0.1031
2002	0.1031
2003	0.1029
2004	0.1028
2005	0.1024
2006	0.1025
2007	0.1025
2008	0.1024
2009	0.1026
2010	0.1027
2011	0.1027
2012	0.1028
2013	0.1027
2014	0.1027
2015	0.1027
2016	0.1026
2017	0.1024
2018	0.1025
2019	0.1026
2020	0.1026
2021	0.1027
2022	0.1026
2023	0.1028
2024	0.1029
2025	0.1029
2026	0.103
2027	0.103
2028	0.103
2029	0.103
2030	0.1027
2031	0.1028
2032	0.1029
2033	0.1028
2034	0.1028
2035	0.1027
2036	0.1029
2037	0.1029
2038	0.103
2039	0.103
2040	0.103
2041	0.1027
2042	0.1029
2043	0.1027
2044	0.1028
2045	0.1026
2046	0.1026
2047	0.1025
2048	0.1025
2049	0.1025
2050	0.1025
2051	0.1025
2052	0.1024
2053	0.1023
2054	0.1025
2055	0.1027
2056	0.1027
2057	0.1025
2058	0.1024
2059	0.1023
2060	0.1027
2061	0.1027
2062	0.1026
2063	0.1028
2064	0.1026
2065	0.1026
2066	0.1026
2067	0.1024
2068	0.1024
2069	0.1023
2070	0.1021
2071	0.102
2072	0.1017
2073	0.1018
2074	0.1018
2075	0.1022
2076	0.1024
2077	0.1024
2078	0.1024
2079	0.1024
2080	0.1023
2081	0.1023
2082	0.1024
2083	0.1026
2084	0.1028
2085	0.1029
2086	0.1028
2087	0.1026
2088	0.1027
2089	0.1027
2090	0.1026
2091	0.1024
2092	0.1025
2093	0.1026
2094	0.1027
2095	0.1027
2096	0.1027
2097	0.1025
2098	0.1025
2099	0.1025
2100	0.1023
2101	0.1024
2102	0.1023
2103	0.1024
2104	0.1025
2105	0.1025
2106	0.1026
2107	0.1026
2108	0.1023
2109	0.1021
2110	0.102
2111	0.1019
2112	0.102
2113	0.102
2114	0.102
2115	0.1017
2116	0.1016
2117	0.1015
2118	0.1014
2119	0.1015
2120	0.1015
2121	0.1013
2122	0.1015
2123	0.1015
2124	0.1016
2125	0.1016
2126	0.1018
2127	0.1018
2128	0.1019
2129	0.1018
2130	0.1018
2131	0.1021
2132	0.1022
2133	0.1021
2134	0.1024
2135	0.1025
2136	0.1026
2137	0.1027
2138	0.1028
2139	0.103
2140	0.103
2141	0.1031
2142	0.1031
2143	0.1031
2144	0.1032
2145	0.1032
2146	0.1034
2147	0.1035
2148	0.1034
2149	0.1035
2150	0.1035
2151	0.1033
2152	0.1035
2153	0.1034
2154	0.1035
2155	0.1035
2156	0.1035
2157	0.1035
2158	0.1037
2159	0.1039
2160	0.1039
2161	0.1039
2162	0.1038
2163	0.1038
2164	0.1039
2165	0.104
2166	0.1036
2167	0.1034
2168	0.1033
2169	0.1032
2170	0.1031
2171	0.1031
2172	0.103
2173	0.1032
2174	0.1032
2175	0.1031
2176	0.1031
2177	0.1034
2178	0.1035
2179	0.1034
2180	0.1033
2181	0.1036
2182	0.1036
2183	0.1035
2184	0.1039
2185	0.1039
2186	0.1039
2187	0.1039
2188	0.1038
2189	0.1038
2190	0.1038
2191	0.1039
2192	0.1039
2193	0.104
2194	0.104
2195	0.1039
2196	0.104
2197	0.1037
2198	0.1036
2199	0.1035
2200	0.1034
2201	0.1034
2202	0.1033
2203	0.1034
2204	0.1032
2205	0.1034
2206	0.1033
2207	0.1034
2208	0.1034
2209	0.1035
2210	0.1034
2211	0.1035
2212	0.1036
2213	0.1035
2214	0.1034
2215	0.1034
2216	0.1033
2217	0.1033
2218	0.1033
2219	0.1032
2220	0.1034
2221	0.1033
2222	0.1034
2223	0.1035
2224	0.1035
2225	0.1034
2226	0.1031
2227	0.1032
2228	0.1034
2229	0.1037
2230	0.1036
2231	0.1034
2232	0.1033
2233	0.1033
2234	0.1037
2235	0.1035
2236	0.1035
2237	0.1035
2238	0.1036
2239	0.1037
2240	0.1033
2241	0.1032
2242	0.1032
2243	0.1031
2244	0.1031
2245	0.103
2246	0.1029
2247	0.103
2248	0.1028
2249	0.1027
2250	0.1025
2251	0.1024
2252	0.1024
2253	0.1023
2254	0.1022
2255	0.1023
2256	0.102
2257	0.1022
2258	0.1021
2259	0.102
2260	0.102
